date_left	date_right	date_center	date_mean	num_allele	num_alt_allele	af	af_low	af_up	date_normalized	pt	pt_low	pt_up
0	0.0	0.0	0.0	12876	1150.0	0.0893134513824169	0.0844	0.0942	-0.0	0.08376014131143165	0.07876174153658803	0.08931344172941509
1	999.0	500.0	654.1325203252032	4920	397.0	0.0806910569105691	0.0731	0.0883	-8.620689655172415	0.08034110207827451	0.07527783863290503	0.08608541024052845
100	1100.0	600.0	760.9967203339296	6708	505.0	0.07528324388789505	0.069	0.0816	-10.344827586206897	0.07967275655496008	0.07456426831169038	0.08544133018023829
200	1200.0	700.0	821.0599895670318	7668	580.0	0.07563901930099114	0.0697	0.0815	-12.068965517241379	0.07900949323963566	0.07386013937968174	0.08501936303112005
300	1300.0	800.0	924.8694491628246	8242	644.0	0.07813637466634311	0.0724	0.0839	-13.793103448275861	0.07835128141464288	0.07289579703615527	0.0844541469786311
400	1400.0	900.0	994.965183306433	8674	677.0	0.07804934286373069	0.0724	0.08360000000000001	-15.517241379310345	0.07769809041512406	0.07192722413789425	0.08378666510892427
500	1500.0	1000.0	1042.6762605496647	9242	725.0	0.07844622376109067	0.07300000000000001	0.0839	-17.24137931034483	0.07704988963145663	0.07108252742587425	0.08328747192232337
600	1600.0	1100.0	1121.9754588574963	9698	764.0	0.07877912971746752	0.0734	0.08410000000000001	-18.96551724137931	0.07640664851163836	0.07035315064203221	0.08271816786614963
700	1700.0	1200.0	1189.2496488059403	9966	804.0	0.0806742925948224	0.07540000000000001	0.08600000000000001	-20.689655172413794	0.07576833656362285	0.06946104216793558	0.08227072294465249
800	1800.0	1300.0	1272.2205910031996	10626	880.0	0.08281573498964803	0.0776	0.08800000000000001	-22.413793103448278	0.0751349233576068	0.0685910874105083	0.08185472697210308
900	1900.0	1400.0	1361.6211040945202	9818	837.0	0.0852515787329395	0.07980000000000001	0.0908	-24.137931034482758	0.07450637852826845	0.0677885028542625	0.08144615893048383
1000	2000.0	1500.0	1419.916103726302	9178	783.0	0.08531270429287427	0.0796	0.091	-25.862068965517242	0.07388267177695874	0.06693323390454606	0.08096310452127384
1100	2100.0	1600.0	1504.4632139399807	8264	740.0	0.08954501452081316	0.0834	0.09570000000000001	-27.586206896551722	0.07326377287384456	0.06608799065617572	0.08071444532455936
1200	2200.0	1700.0	1587.199393479909	7914	716.0	0.0904725802375537	0.08420000000000001	0.09680000000000001	-29.310344827586206	0.07264965166000549	0.0652526748099141	0.08041327221380253
1300	2300.0	1800.0	1742.552222817354	7468	665.0	0.089046598821639	0.0826	0.0955	-31.03448275862069	0.07204027804948417	0.06437122258452158	0.08011960470054981
1400	2400.0	1900.0	1859.639025804581	6898	617.0	0.08944621629457813	0.08270000000000001	0.0961	-32.758620689655174	0.07143562203129042	0.06361143452356748	0.07973507730232808
1500	2500.0	2000.0	1969.272114821324	6828	604.0	0.08845928529584066	0.0818	0.0952	-34.48275862068966	0.07083565367136013	0.06278562002951227	0.07937899560774271
1600	2600.0	2100.0	2121.1909385113267	7416	645.0	0.08697411003236245	0.0806	0.09340000000000001	-36.206896551724135	0.07024034311446918	0.061953151255059895	0.07912373355641002
1700	2700.0	2200.0	2210.0677966101694	7080	592.0	0.08361581920903954	0.0772	0.09000000000000001	-37.93103448275862	0.06964966058610285	0.06120389957264697	0.07866653921145328
1800	2800.0	2300.0	2298.499376169682	6412	519.0	0.08094198378041173	0.0743	0.0876	-39.6551724137931	0.06906357639428115	0.060424709193869	0.07837429893704896
1900	2900.0	2400.0	2407.424686940966	5590	433.0	0.07745974955277281	0.07050000000000001	0.0845	-41.37931034482759	0.06848206093134086	0.05967527692622278	0.07812920554375094
2000	3000.0	2500.0	2441.2708638360177	5464	428.0	0.07833089311859444	0.0712	0.0854	-43.10344827586207	0.06790508467567422	0.05888884569480864	0.07791111109731527
2100	3100.0	2600.0	2499.7052474879047	5374	426.0	0.07927056196501675	0.0721	0.08650000000000001	-44.827586206896555	0.06733261819342547	0.05813570209222615	0.07748702425975204
2200	3200.0	2700.0	2548.57859922179	5140	413.0	0.08035019455252919	0.07300000000000001	0.0878	-46.55172413793103	0.06676463214014494	0.057357418708923094	0.07706476602730204
2300	3300.0	2800.0	2654.481890459364	4528	376.0	0.08303886925795052	0.075	0.091	-48.275862068965516	0.06620109726240204	0.056636003173297284	0.07664175804825608
2400	3400.0	2900.0	2726.1496861419605	4142	334.0	0.08063737324963785	0.0724	0.0889	-50.0	0.06564198439935669	0.05590093018336641	0.07624174719886292
2500	3500.0	3000.0	2824.89564281872	3718	299.0	0.08041958041958042	0.0717	0.0891	-51.724137931034484	0.06508726448429064	0.0551859500827106	0.07599398919332254
2600	3600.0	3100.0	3004.145506419401	2804	247.0	0.08808844507845934	0.0776	0.0985	-53.44827586206897	0.06453690854609839	0.05448753595708922	0.07582726613752905
2700	3700.0	3200.0	3198.5716878402905	2204	199.0	0.09029038112522686	0.07880000000000001	0.1027	-55.172413793103445	0.06399088771073873	0.05378038504259969	0.07572880623189868
2800	3800.0	3300.0	3326.886200716846	2232	192.0	0.08602150537634409	0.07490000000000001	0.0981	-56.89655172413793	0.06344917320264691	0.053091353955115224	0.07557257689280542
2900	3900.0	3400.0	3451.770850884583	2374	187.0	0.07877000842459983	0.0684	0.09000000000000001	-58.62068965517241	0.06291173634610862	0.05241066189839082	0.07525816631026405
3000	4000.0	3500.0	3550.8423457730387	2626	192.0	0.07311500380807312	0.0636	0.0835	-60.3448275862069	0.06237854856659541	0.05175523090669321	0.07504022973684832
3100	4100.0	3600.0	3626.198198198198	2664	196.0	0.07357357357357357	0.0637	0.0835	-62.06896551724138	0.06184958139206267	0.05110928650942096	0.07484869782087966
3200	4200.0	3700.0	3714.056402439024	2624	185.0	0.0705030487804878	0.061200000000000004	0.08070000000000001	-63.793103448275865	0.06132480645421067	0.05044947508232278	0.07456230196389017
3300	4300.0	3800.0	3809.6383476227593	2566	185.0	0.0720966484801247	0.0625	0.0825	-65.51724137931035	0.060804195489708536	0.04980768096272299	0.07422341049731128
3400	4400.0	3900.0	3894.9498069498068	2590	196.0	0.07567567567567568	0.0655	0.0858	-67.24137931034483	0.060287720341382245	0.04919541198526014	0.07388593134703231
3500	4500.0	4000.0	3982.0086139389196	2554	188.0	0.07361002349256068	0.0639	0.08410000000000001	-68.96551724137932	0.05977535295936703	0.048565531775993216	0.07354986478070136
3600	4600.0	4100.0	4054.0663430420714	2472	180.0	0.07281553398058252	0.0631	0.0835	-70.6896551724138	0.05926706540222449	0.047938019001022666	0.07326840435417416
3700	4700.0	4200.0	4127.384615384615	2444	176.0	0.07201309328968904	0.062200000000000005	0.08270000000000001	-72.41379310344827	0.05876282983802483	0.04728920277991783	0.07300872627588288
3800	4800.0	4300.0	4245.075062552127	2398	183.0	0.07631359466221851	0.06620000000000001	0.0874	-74.13793103448276	0.05826261854539511	0.04668674413157252	0.07280482819959828
3900	4900.0	4400.0	4343.729076790337	2318	173.0	0.07463330457290768	0.0645	0.0858	-75.86206896551724	0.057766403914533464	0.0460985907661443	0.07260145728466265
4000	5000.0	4500.0	4483.704854368932	2060	162.0	0.07864077669902912	0.06760000000000001	0.0908	-77.58620689655173	0.05727415844819028	0.04544315825545773	0.07239573648882217
4100	5100.0	4600.0	4584.546006066734	1978	146.0	0.07381193124368049	0.0629	0.0859	-79.3103448275862	0.05678585476261627	0.04485416484856756	0.07218815535788849
4200	5200.0	4700.0	4697.402332361516	2058	149.0	0.07240038872691934	0.0618	0.08410000000000001	-81.03448275862068	0.056301465588478414	0.0442456713525798	0.07198112801345741
4300	5300.0	4800.0	4758.54356846473	1928	133.0	0.06898340248962656	0.058300000000000005	0.0809	-82.75862068965517	0.05582096377174388	0.04364179612975947	0.07175204494285317
4400	5400.0	4900.0	4845.466821885914	1718	114.0	0.06635622817229336	0.0553	0.07880000000000001	-84.48275862068965	0.055344322274532634	0.0430635386680541	0.07142933871976005
4500	5500.0	5000.0	4945.262701363073	1614	96.0	0.05947955390334572	0.0487	0.0717	-86.20689655172414	0.054871514175938864	0.04252154625041393	0.07110439307043752
4600	5600.0	5100.0	5039.585247883918	1654	95.0	0.05743651753325272	0.046900000000000004	0.0693	-87.93103448275862	0.05440251267282229	0.04192976493873219	0.07078081320148956
4700	5700.0	5200.0	5124.3778337531485	1588	86.0	0.05415617128463476	0.0438	0.066	-89.65517241379311	0.053937291080568946	0.04134586398181482	0.07045859439567906
4800	5800.0	5300.0	5261.9986282578875	1458	63.0	0.043209876543209874	0.033600000000000005	0.0545	-91.37931034482759	0.053475822833822864	0.04076974828693093	0.07013773194268813
