date_left	date_right	date_center	date_mean	num_allele	num_alt_allele	af	af_low	af_up	date_normalized	pt	pt_low	pt_up
0	0.0	0.0	0.0	12876	1137.0	0.08830382106244175	0.0834	0.0932	-0.0	0.08299780056818083	0.07761669223406592	0.08868724954301878
1	999.0	500.0	654.1325203252032	4920	393.0	0.0798780487804878	0.0723	0.0874	-8.620689655172415	0.07963192922919282	0.07366680860915878	0.08547005467195426
100	1100.0	600.0	760.9967203339296	6708	500.0	0.07453786523553965	0.0683	0.08080000000000001	-10.344827586206897	0.07897389044985563	0.07300346539585205	0.08489192940570607
200	1200.0	700.0	821.0599895670318	7668	573.0	0.07472613458528951	0.0689	0.0806	-12.068965517241379	0.07832082664266674	0.072287904218782	0.0842981395271495
300	1300.0	800.0	924.8694491628246	8242	637.0	0.07728706624605679	0.07150000000000001	0.083	-13.793103448275861	0.07767270782479606	0.07132685622496653	0.08367659748863883
400	1400.0	900.0	994.965183306433	8674	670.0	0.07724233341019138	0.0716	0.0828	-15.517241379310345	0.07702950406713185	0.0706100223736104	0.08328810617689886
500	1500.0	1000.0	1042.6762605496647	9242	718.0	0.07768881194546635	0.0722	0.08310000000000001	-17.24137931034483	0.07639118549657642	0.06971951716204411	0.08275445550172573
600	1600.0	1100.0	1121.9754588574963	9698	758.0	0.07816044545267066	0.0729	0.0835	-18.96551724137931	0.07575772229829425	0.06900648801959328	0.08228739295460026
700	1700.0	1200.0	1189.2496488059403	9966	798.0	0.08007224563515954	0.0748	0.0854	-20.689655172413794	0.07512908471791419	0.06818172316434008	0.08174243906437412
800	1800.0	1300.0	1272.2205910031996	10626	875.0	0.08234519104084322	0.0771	0.08750000000000001	-22.413793103448278	0.074505243063685	0.06743506929732024	0.08117851472653866
900	1900.0	1400.0	1361.6211040945202	9818	833.0	0.08484416378081075	0.07930000000000001	0.0903	-24.137931034482758	0.0738861677085853	0.06662524422001388	0.08072064182170992
1000	2000.0	1500.0	1419.916103726302	9178	780.0	0.08498583569405099	0.07930000000000001	0.0907	-25.862068965517242	0.0732718290923885	0.06567473324842081	0.0804155812861589
1100	2100.0	1600.0	1504.4632139399807	8264	738.0	0.08930300096805421	0.08320000000000001	0.0954	-27.586206896551722	0.07266219772368235	0.06490460363794034	0.08011926184083445
1200	2200.0	1700.0	1587.199393479909	7914	714.0	0.09021986353297953	0.0839	0.0965	-29.310344827586206	0.07205724418184477	0.06410492236481302	0.07994071382517337
